Número da Partida,Vencedor (1 ou 2),Vitórias Jogador 1,Vitórias Jogador 2,Empates
2532,-1,0,2053,479
2533,-1,0,2054,479
2534,-1,0,2055,479
2535,-1,0,2056,479
2536,-1,0,2057,479
2537,-1,0,2058,479
2538,-1,0,2059,479
2539,-1,0,2060,479
2540,-1,0,2061,479
2541,-1,0,2062,479
2542,-1,0,2063,479
2543,-1,0,2064,479
2544,-1,0,2065,479
2545,0,0,2065,480
2546,0,0,2065,481
2547,0,0,2065,482
2548,-1,0,2066,482
2549,-1,0,2067,482
2550,-1,0,2068,482
2551,-1,0,2069,482
2552,-1,0,2070,482
2553,-1,0,2071,482
2554,-1,0,2072,482
2555,-1,0,2073,482
2556,-1,0,2074,482
2557,-1,0,2075,482
2558,-1,0,2076,482
2559,-1,0,2077,482
2560,-1,0,2078,482
2561,-1,0,2079,482
2562,-1,0,2080,482
2563,0,0,2080,483
2564,-1,0,2081,483
2565,-1,0,2082,483
2566,-1,0,2083,483
2567,-1,0,2084,483
2568,-1,0,2085,483
2569,-1,0,2086,483
2570,-1,0,2087,483
2571,0,0,2087,484
2572,-1,0,2088,484
2573,-1,0,2089,484
2574,-1,0,2090,484
2575,-1,0,2091,484
2576,-1,0,2092,484
2577,-1,0,2093,484
2578,-1,0,2094,484
2579,-1,0,2095,484
2580,0,0,2095,485
2581,-1,0,2096,485
2582,-1,0,2097,485
2583,-1,0,2098,485
2584,0,0,2098,486
2585,-1,0,2099,486
2586,-1,0,2100,486
2587,-1,0,2101,486
2588,-1,0,2102,486
2589,0,0,2102,487
2590,-1,0,2103,487
2591,-1,0,2104,487
2592,0,0,2104,488
2593,0,0,2104,489
2594,-1,0,2105,489
2595,0,0,2105,490
2596,-1,0,2106,490
2597,0,0,2106,491
2598,-1,0,2107,491
2599,0,0,2107,492
2600,0,0,2107,493
2601,-1,0,2108,493
2602,-1,0,2109,493
2603,-1,0,2110,493
2604,-1,0,2111,493
2605,-1,0,2112,493
2606,-1,0,2113,493
2607,-1,0,2114,493
2608,-1,0,2115,493
2609,0,0,2115,494
2610,-1,0,2116,494
2611,-1,0,2117,494
2612,-1,0,2118,494
2613,-1,0,2119,494
2614,-1,0,2120,494
2615,-1,0,2121,494
2616,-1,0,2122,494
2617,-1,0,2123,494
2618,-1,0,2124,494
2619,-1,0,2125,494
2620,-1,0,2126,494
2621,-1,0,2127,494
2622,0,0,2127,495
2623,-1,0,2128,495
2624,0,0,2128,496
2625,0,0,2128,497
2626,-1,0,2129,497
2627,-1,0,2130,497
2628,-1,0,2131,497
2629,-1,0,2132,497
2630,0,0,2132,498
2631,-1,0,2133,498
2632,-1,0,2134,498
2633,-1,0,2135,498
2634,-1,0,2136,498
2635,-1,0,2137,498
2636,-1,0,2138,498
2637,-1,0,2139,498
2638,-1,0,2140,498
2639,-1,0,2141,498
2640,-1,0,2142,498
2641,-1,0,2143,498
2642,-1,0,2144,498
2643,-1,0,2145,498
2644,-1,0,2146,498
2645,-1,0,2147,498
2646,-1,0,2148,498
2647,-1,0,2149,498
2648,-1,0,2150,498
2649,-1,0,2151,498
2650,0,0,2151,499
2651,-1,0,2152,499
2652,-1,0,2153,499
2653,-1,0,2154,499
2654,0,0,2154,500
2655,-1,0,2155,500
2656,0,0,2155,501
2657,-1,0,2156,501
2658,0,0,2156,502
2659,-1,0,2157,502
2660,-1,0,2158,502
2661,-1,0,2159,502
2662,-1,0,2160,502
2663,0,0,2160,503
2664,-1,0,2161,503
2665,-1,0,2162,503
2666,-1,0,2163,503
2667,-1,0,2164,503
2668,-1,0,2165,503
2669,-1,0,2166,503
2670,0,0,2166,504
2671,0,0,2166,505
2672,-1,0,2167,505
2673,-1,0,2168,505
2674,-1,0,2169,505
2675,-1,0,2170,505
2676,0,0,2170,506
2677,-1,0,2171,506
2678,0,0,2171,507
2679,-1,0,2172,507
2680,0,0,2172,508
2681,0,0,2172,509
2682,-1,0,2173,509
2683,-1,0,2174,509
2684,-1,0,2175,509
2685,-1,0,2176,509
2686,-1,0,2177,509
2687,0,0,2177,510
2688,-1,0,2178,510
2689,-1,0,2179,510
2690,-1,0,2180,510
2691,-1,0,2181,510
2692,-1,0,2182,510
2693,-1,0,2183,510
2694,-1,0,2184,510
2695,-1,0,2185,510
2696,-1,0,2186,510
2697,-1,0,2187,510
2698,-1,0,2188,510
2699,-1,0,2189,510
2700,-1,0,2190,510
2701,0,0,2190,511
2702,-1,0,2191,511
2703,-1,0,2192,511
2704,-1,0,2193,511
2705,-1,0,2194,511
2706,-1,0,2195,511
2707,-1,0,2196,511
2708,0,0,2196,512
2709,-1,0,2197,512
2710,-1,0,2198,512
2711,0,0,2198,513
2712,0,0,2198,514
2713,-1,0,2199,514
2714,-1,0,2200,514
2715,-1,0,2201,514
2716,-1,0,2202,514
2717,-1,0,2203,514
2718,-1,0,2204,514
2719,-1,0,2205,514
2720,-1,0,2206,514
2721,-1,0,2207,514
2722,-1,0,2208,514
2723,-1,0,2209,514
2724,0,0,2209,515
2725,0,0,2209,516
2726,0,0,2209,517
2727,-1,0,2210,517
2728,-1,0,2211,517
2729,0,0,2211,518
2730,0,0,2211,519
2731,-1,0,2212,519
2732,0,0,2212,520
2733,-1,0,2213,520
2734,-1,0,2214,520
2735,-1,0,2215,520
2736,-1,0,2216,520
2737,-1,0,2217,520
2738,-1,0,2218,520
2739,0,0,2218,521
2740,0,0,2218,522
2741,-1,0,2219,522
2742,0,0,2219,523
2743,0,0,2219,524
2744,-1,0,2220,524
2745,0,0,2220,525
2746,0,0,2220,526
2747,-1,0,2221,526
2748,0,0,2221,527
2749,0,0,2221,528
2750,-1,0,2222,528
2751,-1,0,2223,528
2752,-1,0,2224,528
2753,-1,0,2225,528
2754,-1,0,2226,528
2755,0,0,2226,529
2756,-1,0,2227,529
2757,-1,0,2228,529
2758,-1,0,2229,529
2759,-1,0,2230,529
2760,-1,0,2231,529
2761,-1,0,2232,529
2762,0,0,2232,530
2763,-1,0,2233,530
2764,-1,0,2234,530
2765,-1,0,2235,530
2766,0,0,2235,531
2767,-1,0,2236,531
2768,-1,0,2237,531
2769,-1,0,2238,531
2770,-1,0,2239,531
2771,-1,0,2240,531
2772,-1,0,2241,531
2773,-1,0,2242,531
2774,-1,0,2243,531
2775,-1,0,2244,531
2776,-1,0,2245,531
2777,-1,0,2246,531
2778,-1,0,2247,531
2779,-1,0,2248,531
2780,-1,0,2249,531
2781,-1,0,2250,531
2782,-1,0,2251,531
2783,-1,0,2252,531
2784,0,0,2252,532
2785,-1,0,2253,532
2786,-1,0,2254,532
2787,-1,0,2255,532
2788,-1,0,2256,532
2789,-1,0,2257,532
2790,-1,0,2258,532
2791,0,0,2258,533
2792,-1,0,2259,533
2793,0,0,2259,534
2794,-1,0,2260,534
2795,-1,0,2261,534
2796,-1,0,2262,534
2797,-1,0,2263,534
2798,-1,0,2264,534
2799,0,0,2264,535
2800,-1,0,2265,535
2801,0,0,2265,536
2802,-1,0,2266,536
2803,-1,0,2267,536
2804,-1,0,2268,536
2805,-1,0,2269,536
2806,-1,0,2270,536
2807,0,0,2270,537
2808,-1,0,2271,537
2809,-1,0,2272,537
2810,-1,0,2273,537
2811,-1,0,2274,537
2812,0,0,2274,538
2813,-1,0,2275,538
2814,-1,0,2276,538
2815,-1,0,2277,538
2816,-1,0,2278,538
2817,-1,0,2279,538
2818,-1,0,2280,538
2819,-1,0,2281,538
2820,-1,0,2282,538
2821,0,0,2282,539
2822,-1,0,2283,539
2823,-1,0,2284,539
2824,-1,0,2285,539
2825,-1,0,2286,539
2826,-1,0,2287,539
2827,-1,0,2288,539
2828,-1,0,2289,539
2829,-1,0,2290,539
2830,-1,0,2291,539
2831,-1,0,2292,539
2832,-1,0,2293,539
2833,-1,0,2294,539
2834,-1,0,2295,539
2835,-1,0,2296,539
2836,-1,0,2297,539
2837,-1,0,2298,539
2838,-1,0,2299,539
2839,-1,0,2300,539
2840,-1,0,2301,539
2841,-1,0,2302,539
2842,-1,0,2303,539
2843,-1,0,2304,539
2844,-1,0,2305,539
2845,-1,0,2306,539
2846,0,0,2306,540
2847,0,0,2306,541
2848,-1,0,2307,541
2849,-1,0,2308,541
2850,-1,0,2309,541
2851,-1,0,2310,541
2852,0,0,2310,542
2853,-1,0,2311,542
2854,0,0,2311,543
2855,0,0,2311,544
2856,-1,0,2312,544
2857,-1,0,2313,544
2858,-1,0,2314,544
2859,-1,0,2315,544
2860,-1,0,2316,544
2861,-1,0,2317,544
2862,-1,0,2318,544
2863,-1,0,2319,544
2864,-1,0,2320,544
2865,-1,0,2321,544
2866,-1,0,2322,544
2867,0,0,2322,545
2868,0,0,2322,546
2869,-1,0,2323,546
2870,0,0,2323,547
2871,-1,0,2324,547
2872,-1,0,2325,547
2873,-1,0,2326,547
2874,0,0,2326,548
2875,-1,0,2327,548
2876,-1,0,2328,548
2877,-1,0,2329,548
2878,-1,0,2330,548
2879,-1,0,2331,548
2880,-1,0,2332,548
2881,0,0,2332,549
2882,-1,0,2333,549
2883,0,0,2333,550
2884,-1,0,2334,550
2885,-1,0,2335,550
2886,-1,0,2336,550
2887,-1,0,2337,550
2888,0,0,2337,551
2889,-1,0,2338,551
2890,0,0,2338,552
2891,-1,0,2339,552
2892,-1,0,2340,552
2893,-1,0,2341,552
2894,-1,0,2342,552
2895,-1,0,2343,552
2896,-1,0,2344,552
2897,-1,0,2345,552
2898,-1,0,2346,552
2899,-1,0,2347,552
2900,-1,0,2348,552
2901,-1,0,2349,552
2902,-1,0,2350,552
2903,-1,0,2351,552
2904,-1,0,2352,552
2905,0,0,2352,553
2906,-1,0,2353,553
2907,-1,0,2354,553
2908,-1,0,2355,553
2909,-1,0,2356,553
2910,0,0,2356,554
2911,-1,0,2357,554
2912,-1,0,2358,554
2913,-1,0,2359,554
2914,0,0,2359,555
2915,0,0,2359,556
2916,0,0,2359,557
2917,-1,0,2360,557
2918,0,0,2360,558
2919,-1,0,2361,558
2920,-1,0,2362,558
2921,-1,0,2363,558
2922,-1,0,2364,558
2923,-1,0,2365,558
2924,-1,0,2366,558
2925,-1,0,2367,558
2926,-1,0,2368,558
2927,-1,0,2369,558
2928,0,0,2369,559
2929,0,0,2369,560
2930,-1,0,2370,560
2931,-1,0,2371,560
2932,0,0,2371,561
2933,-1,0,2372,561
2934,0,0,2372,562
2935,-1,0,2373,562
2936,-1,0,2374,562
2937,-1,0,2375,562
2938,-1,0,2376,562
2939,-1,0,2377,562
2940,0,0,2377,563
2941,-1,0,2378,563
2942,0,0,2378,564
2943,-1,0,2379,564
2944,-1,0,2380,564
2945,-1,0,2381,564
2946,-1,0,2382,564
2947,0,0,2382,565
2948,-1,0,2383,565
2949,-1,0,2384,565
2950,0,0,2384,566
2951,-1,0,2385,566
2952,-1,0,2386,566
2953,-1,0,2387,566
2954,-1,0,2388,566
2955,0,0,2388,567
2956,-1,0,2389,567
2957,-1,0,2390,567
2958,-1,0,2391,567
2959,-1,0,2392,567
2960,0,0,2392,568
2961,-1,0,2393,568
2962,-1,0,2394,568
2963,-1,0,2395,568
2964,0,0,2395,569
2965,-1,0,2396,569
2966,-1,0,2397,569
2967,0,0,2397,570
2968,-1,0,2398,570
2969,-1,0,2399,570
2970,0,0,2399,571
2971,0,0,2399,572
2972,-1,0,2400,572
2973,0,0,2400,573
2974,-1,0,2401,573
2975,-1,0,2402,573
2976,-1,0,2403,573
2977,-1,0,2404,573
2978,-1,0,2405,573
2979,-1,0,2406,573
2980,-1,0,2407,573
2981,-1,0,2408,573
2982,-1,0,2409,573
2983,-1,0,2410,573
2984,-1,0,2411,573
2985,-1,0,2412,573
2986,0,0,2412,574
2987,-1,0,2413,574
2988,-1,0,2414,574
2989,-1,0,2415,574
2990,-1,0,2416,574
2991,-1,0,2417,574
2992,0,0,2417,575
2993,-1,0,2418,575
2994,-1,0,2419,575
2995,-1,0,2420,575
2996,-1,0,2421,575
2997,-1,0,2422,575
2998,0,0,2422,576
2999,-1,0,2423,576
3000,-1,0,2424,576
3001,-1,0,2425,576
3002,-1,0,2426,576
3003,0,0,2426,577
3004,-1,0,2427,577
3005,-1,0,2428,577
3006,-1,0,2429,577
3007,-1,0,2430,577
3008,-1,0,2431,577
3009,-1,0,2432,577
3010,0,0,2432,578
3011,-1,0,2433,578
3012,-1,0,2434,578
3013,-1,0,2435,578
3014,-1,0,2436,578
3015,-1,0,2437,578
3016,-1,0,2438,578
3017,-1,0,2439,578
3018,-1,0,2440,578
3019,-1,0,2441,578
3020,-1,0,2442,578
3021,-1,0,2443,578
3022,-1,0,2444,578
3023,0,0,2444,579
3024,-1,0,2445,579
3025,-1,0,2446,579
3026,-1,0,2447,579
3027,0,0,2447,580
3028,-1,0,2448,580
3029,-1,0,2449,580
3030,-1,0,2450,580
3031,-1,0,2451,580
3032,0,0,2451,581
3033,-1,0,2452,581
3034,-1,0,2453,581
3035,-1,0,2454,581
3036,-1,0,2455,581
3037,-1,0,2456,581
3038,0,0,2456,582
3039,-1,0,2457,582
3040,-1,0,2458,582
3041,-1,0,2459,582
3042,-1,0,2460,582
3043,-1,0,2461,582
3044,-1,0,2462,582
3045,0,0,2462,583
3046,-1,0,2463,583
3047,-1,0,2464,583
3048,-1,0,2465,583
3049,-1,0,2466,583
3050,0,0,2466,584
3051,-1,0,2467,584
3052,-1,0,2468,584
3053,0,0,2468,585
3054,-1,0,2469,585
3055,-1,0,2470,585
3056,-1,0,2471,585
3057,-1,0,2472,585
3058,-1,0,2473,585
3059,-1,0,2474,585
3060,-1,0,2475,585
3061,-1,0,2476,585
3062,0,0,2476,586
3063,-1,0,2477,586
3064,-1,0,2478,586
3065,-1,0,2479,586
3066,-1,0,2480,586
3067,-1,0,2481,586
3068,-1,0,2482,586
3069,-1,0,2483,586
3070,-1,0,2484,586
3071,-1,0,2485,586
3072,0,0,2485,587
3073,-1,0,2486,587
3074,-1,0,2487,587
3075,-1,0,2488,587
3076,-1,0,2489,587
3077,-1,0,2490,587
3078,-1,0,2491,587
3079,0,0,2491,588
3080,-1,0,2492,588
3081,-1,0,2493,588
3082,-1,0,2494,588
3083,-1,0,2495,588
3084,-1,0,2496,588
3085,-1,0,2497,588
3086,-1,0,2498,588
3087,-1,0,2499,588
3088,-1,0,2500,588
3089,-1,0,2501,588
3090,-1,0,2502,588
3091,0,0,2502,589
3092,-1,0,2503,589
3093,-1,0,2504,589
3094,-1,0,2505,589
3095,-1,0,2506,589
3096,-1,0,2507,589
3097,-1,0,2508,589
3098,-1,0,2509,589
3099,0,0,2509,590
3100,0,0,2509,591
3101,-1,0,2510,591
3102,-1,0,2511,591
3103,-1,0,2512,591
3104,0,0,2512,592
3105,0,0,2512,593
3106,-1,0,2513,593
3107,-1,0,2514,593
3108,-1,0,2515,593
3109,0,0,2515,594
3110,-1,0,2516,594
3111,-1,0,2517,594
3112,-1,0,2518,594
3113,-1,0,2519,594
3114,-1,0,2520,594
3115,0,0,2520,595
3116,-1,0,2521,595
3117,-1,0,2522,595
3118,-1,0,2523,595
3119,0,0,2523,596
3120,-1,0,2524,596
3121,-1,0,2525,596
3122,-1,0,2526,596
3123,0,0,2526,597
3124,-1,0,2527,597
3125,-1,0,2528,597
3126,-1,0,2529,597
3127,-1,0,2530,597
3128,0,0,2530,598
3129,0,0,2530,599
3130,-1,0,2531,599
3131,-1,0,2532,599
3132,0,0,2532,600
3133,-1,0,2533,600
3134,0,0,2533,601
3135,-1,0,2534,601
3136,-1,0,2535,601
3137,-1,0,2536,601
3138,0,0,2536,602
3139,-1,0,2537,602
3140,-1,0,2538,602
3141,-1,0,2539,602
3142,-1,0,2540,602
3143,-1,0,2541,602
3144,-1,0,2542,602
3145,0,0,2542,603
3146,-1,0,2543,603
3147,-1,0,2544,603
3148,-1,0,2545,603
3149,-1,0,2546,603
3150,-1,0,2547,603
3151,-1,0,2548,603
3152,0,0,2548,604
3153,-1,0,2549,604
3154,-1,0,2550,604
3155,-1,0,2551,604
3156,0,0,2551,605
3157,-1,0,2552,605
3158,-1,0,2553,605
3159,-1,0,2554,605
3160,-1,0,2555,605
3161,0,0,2555,606
3162,-1,0,2556,606
3163,-1,0,2557,606
3164,-1,0,2558,606
3165,0,0,2558,607
3166,-1,0,2559,607
3167,-1,0,2560,607
3168,-1,0,2561,607
3169,0,0,2561,608
3170,-1,0,2562,608
3171,0,0,2562,609
3172,-1,0,2563,609
3173,-1,0,2564,609
3174,-1,0,2565,609
3175,0,0,2565,610
3176,0,0,2565,611
3177,0,0,2565,612
3178,0,0,2565,613
3179,-1,0,2566,613
3180,-1,0,2567,613
3181,-1,0,2568,613
3182,0,0,2568,614
3183,-1,0,2569,614
3184,-1,0,2570,614
3185,-1,0,2571,614
3186,-1,0,2572,614
3187,-1,0,2573,614
3188,-1,0,2574,614
3189,-1,0,2575,614
3190,0,0,2575,615
3191,-1,0,2576,615
3192,0,0,2576,616
3193,-1,0,2577,616
3194,0,0,2577,617
3195,-1,0,2578,617
3196,0,0,2578,618
3197,-1,0,2579,618
3198,-1,0,2580,618
3199,-1,0,2581,618
3200,-1,0,2582,618
3201,-1,0,2583,618
3202,-1,0,2584,618
3203,-1,0,2585,618
3204,-1,0,2586,618
3205,-1,0,2587,618
3206,-1,0,2588,618
3207,0,0,2588,619
3208,0,0,2588,620
3209,-1,0,2589,620
3210,0,0,2589,621
3211,-1,0,2590,621
3212,-1,0,2591,621
3213,-1,0,2592,621
3214,-1,0,2593,621
3215,-1,0,2594,621
3216,-1,0,2595,621
3217,-1,0,2596,621
3218,-1,0,2597,621
3219,-1,0,2598,621
3220,-1,0,2599,621
3221,0,0,2599,622
3222,-1,0,2600,622
3223,-1,0,2601,622
3224,-1,0,2602,622
3225,-1,0,2603,622
3226,-1,0,2604,622
3227,-1,0,2605,622
3228,-1,0,2606,622
3229,-1,0,2607,622
3230,-1,0,2608,622
3231,-1,0,2609,622
3232,-1,0,2610,622
3233,0,0,2610,623
3234,0,0,2610,624
3235,-1,0,2611,624
3236,-1,0,2612,624
3237,-1,0,2613,624
3238,-1,0,2614,624
3239,-1,0,2615,624
3240,0,0,2615,625
3241,0,0,2615,626
3242,-1,0,2616,626
3243,0,0,2616,627
3244,0,0,2616,628
3245,-1,0,2617,628
3246,-1,0,2618,628
3247,-1,0,2619,628
3248,-1,0,2620,628
3249,0,0,2620,629
3250,-1,0,2621,629
3251,-1,0,2622,629
3252,-1,0,2623,629
3253,-1,0,2624,629
3254,-1,0,2625,629
3255,-1,0,2626,629
3256,-1,0,2627,629
3257,0,0,2627,630
3258,-1,0,2628,630
3259,-1,0,2629,630
3260,-1,0,2630,630
3261,-1,0,2631,630
3262,-1,0,2632,630
3263,-1,0,2633,630
3264,-1,0,2634,630
3265,-1,0,2635,630
3266,-1,0,2636,630
3267,-1,0,2637,630
3268,-1,0,2638,630
3269,-1,0,2639,630
3270,-1,0,2640,630
3271,-1,0,2641,630
3272,-1,0,2642,630
3273,-1,0,2643,630
3274,-1,0,2644,630
3275,-1,0,2645,630
3276,-1,0,2646,630
3277,-1,0,2647,630
3278,-1,0,2648,630
3279,-1,0,2649,630
3280,-1,0,2650,630
3281,-1,0,2651,630
3282,-1,0,2652,630
3283,-1,0,2653,630
3284,-1,0,2654,630
3285,-1,0,2655,630
3286,-1,0,2656,630
3287,-1,0,2657,630
3288,0,0,2657,631
3289,-1,0,2658,631
3290,-1,0,2659,631
3291,0,0,2659,632
3292,-1,0,2660,632
3293,-1,0,2661,632
3294,-1,0,2662,632
3295,-1,0,2663,632
3296,-1,0,2664,632
3297,-1,0,2665,632
3298,-1,0,2666,632
3299,0,0,2666,633
3300,-1,0,2667,633
3301,-1,0,2668,633
3302,-1,0,2669,633
3303,-1,0,2670,633
3304,-1,0,2671,633
3305,-1,0,2672,633
3306,-1,0,2673,633
3307,-1,0,2674,633
3308,-1,0,2675,633
3309,-1,0,2676,633
3310,-1,0,2677,633
3311,-1,0,2678,633
3312,-1,0,2679,633
3313,0,0,2679,634
3314,-1,0,2680,634
3315,-1,0,2681,634
3316,-1,0,2682,634
3317,-1,0,2683,634
3318,-1,0,2684,634
3319,0,0,2684,635
3320,-1,0,2685,635
3321,-1,0,2686,635
3322,-1,0,2687,635
3323,0,0,2687,636
3324,-1,0,2688,636
3325,0,0,2688,637
3326,0,0,2688,638
3327,-1,0,2689,638
3328,0,0,2689,639
3329,-1,0,2690,639
3330,-1,0,2691,639
3331,0,0,2691,640
3332,-1,0,2692,640
3333,-1,0,2693,640
3334,-1,0,2694,640
3335,-1,0,2695,640
3336,-1,0,2696,640
3337,-1,0,2697,640
3338,-1,0,2698,640
3339,-1,0,2699,640
3340,-1,0,2700,640
3341,-1,0,2701,640
3342,-1,0,2702,640
3343,0,0,2702,641
3344,-1,0,2703,641
3345,-1,0,2704,641
3346,-1,0,2705,641
3347,0,0,2705,642
3348,-1,0,2706,642
3349,-1,0,2707,642
3350,-1,0,2708,642
3351,-1,0,2709,642
3352,-1,0,2710,642
3353,-1,0,2711,642
3354,-1,0,2712,642
3355,-1,0,2713,642
3356,0,0,2713,643
3357,-1,0,2714,643
3358,-1,0,2715,643
3359,-1,0,2716,643
3360,-1,0,2717,643
3361,-1,0,2718,643
3362,0,0,2718,644
3363,-1,0,2719,644
3364,-1,0,2720,644
3365,-1,0,2721,644
3366,-1,0,2722,644
3367,-1,0,2723,644
3368,-1,0,2724,644
3369,-1,0,2725,644
3370,-1,0,2726,644
3371,-1,0,2727,644
3372,-1,0,2728,644
3373,-1,0,2729,644
3374,-1,0,2730,644
3375,-1,0,2731,644
3376,-1,0,2732,644
3377,-1,0,2733,644
3378,-1,0,2734,644
3379,-1,0,2735,644
3380,-1,0,2736,644
3381,-1,0,2737,644
3382,0,0,2737,645
3383,0,0,2737,646
3384,-1,0,2738,646
3385,-1,0,2739,646
3386,-1,0,2740,646
3387,-1,0,2741,646
3388,-1,0,2742,646
3389,-1,0,2743,646
3390,-1,0,2744,646
3391,-1,0,2745,646
3392,-1,0,2746,646
3393,-1,0,2747,646
3394,-1,0,2748,646
3395,-1,0,2749,646
3396,-1,0,2750,646
3397,-1,0,2751,646
3398,-1,0,2752,646
3399,-1,0,2753,646
3400,-1,0,2754,646
3401,-1,0,2755,646
3402,-1,0,2756,646
3403,-1,0,2757,646
3404,-1,0,2758,646
3405,-1,0,2759,646
3406,-1,0,2760,646
3407,0,0,2760,647
3408,0,0,2760,648
3409,-1,0,2761,648
3410,-1,0,2762,648
3411,-1,0,2763,648
3412,-1,0,2764,648
3413,-1,0,2765,648
3414,0,0,2765,649
3415,0,0,2765,650
3416,-1,0,2766,650
3417,0,0,2766,651
3418,-1,0,2767,651
3419,0,0,2767,652
3420,-1,0,2768,652
3421,-1,0,2769,652
3422,-1,0,2770,652
3423,-1,0,2771,652
3424,-1,0,2772,652
3425,0,0,2772,653
3426,-1,0,2773,653
3427,-1,0,2774,653
3428,-1,0,2775,653
3429,-1,0,2776,653
3430,-1,0,2777,653
3431,-1,0,2778,653
3432,-1,0,2779,653
3433,-1,0,2780,653
3434,-1,0,2781,653
3435,-1,0,2782,653
3436,-1,0,2783,653
3437,-1,0,2784,653
3438,-1,0,2785,653
3439,0,0,2785,654
3440,-1,0,2786,654
3441,-1,0,2787,654
3442,-1,0,2788,654
3443,-1,0,2789,654
3444,0,0,2789,655
3445,-1,0,2790,655
3446,-1,0,2791,655
3447,-1,0,2792,655
3448,0,0,2792,656
3449,-1,0,2793,656
3450,-1,0,2794,656
3451,-1,0,2795,656
3452,-1,0,2796,656
3453,-1,0,2797,656
3454,-1,0,2798,656
3455,-1,0,2799,656
3456,-1,0,2800,656
3457,-1,0,2801,656
3458,-1,0,2802,656
3459,0,0,2802,657
3460,-1,0,2803,657
3461,-1,0,2804,657
3462,-1,0,2805,657
3463,-1,0,2806,657
3464,-1,0,2807,657
3465,0,0,2807,658
3466,-1,0,2808,658
3467,-1,0,2809,658
3468,0,0,2809,659
3469,0,0,2809,660
3470,-1,0,2810,660
3471,-1,0,2811,660
3472,-1,0,2812,660
3473,-1,0,2813,660
3474,0,0,2813,661
3475,-1,0,2814,661
3476,-1,0,2815,661
3477,-1,0,2816,661
3478,-1,0,2817,661
3479,-1,0,2818,661
3480,-1,0,2819,661
3481,-1,0,2820,661
3482,-1,0,2821,661
3483,-1,0,2822,661
3484,-1,0,2823,661
3485,-1,0,2824,661
3486,-1,0,2825,661
3487,-1,0,2826,661
3488,-1,0,2827,661
3489,0,0,2827,662
3490,0,0,2827,663
3491,-1,0,2828,663
3492,0,0,2828,664
3493,-1,0,2829,664
3494,-1,0,2830,664
3495,0,0,2830,665
3496,0,0,2830,666
3497,-1,0,2831,666
3498,-1,0,2832,666
3499,-1,0,2833,666
3500,-1,0,2834,666
3501,0,0,2834,667
3502,-1,0,2835,667
3503,-1,0,2836,667
3504,0,0,2836,668
3505,-1,0,2837,668
3506,-1,0,2838,668
3507,-1,0,2839,668
3508,-1,0,2840,668
3509,-1,0,2841,668
3510,-1,0,2842,668
3511,-1,0,2843,668
3512,-1,0,2844,668
3513,0,0,2844,669
3514,-1,0,2845,669
3515,-1,0,2846,669
3516,-1,0,2847,669
3517,-1,0,2848,669
3518,-1,0,2849,669
3519,0,0,2849,670
3520,-1,0,2850,670
3521,-1,0,2851,670
3522,-1,0,2852,670
3523,-1,0,2853,670
3524,0,0,2853,671
3525,0,0,2853,672
3526,0,0,2853,673
3527,-1,0,2854,673
3528,-1,0,2855,673
3529,-1,0,2856,673
3530,-1,0,2857,673
3531,-1,0,2858,673
3532,0,0,2858,674
3533,-1,0,2859,674
3534,-1,0,2860,674
3535,-1,0,2861,674
3536,0,0,2861,675
3537,0,0,2861,676
3538,-1,0,2862,676
3539,0,0,2862,677
3540,-1,0,2863,677
3541,-1,0,2864,677
3542,-1,0,2865,677
3543,-1,0,2866,677
3544,-1,0,2867,677
3545,-1,0,2868,677
3546,-1,0,2869,677
3547,-1,0,2870,677
3548,0,0,2870,678
3549,-1,0,2871,678
3550,-1,0,2872,678
3551,0,0,2872,679
3552,-1,0,2873,679
3553,-1,0,2874,679
3554,-1,0,2875,679
3555,0,0,2875,680
3556,-1,0,2876,680
3557,-1,0,2877,680
3558,-1,0,2878,680
3559,-1,0,2879,680
3560,-1,0,2880,680
3561,0,0,2880,681
3562,-1,0,2881,681
3563,-1,0,2882,681
3564,0,0,2882,682
3565,0,0,2882,683
3566,0,0,2882,684
3567,-1,0,2883,684
3568,-1,0,2884,684
3569,-1,0,2885,684
3570,-1,0,2886,684
3571,-1,0,2887,684
3572,-1,0,2888,684
3573,-1,0,2889,684
3574,-1,0,2890,684
3575,-1,0,2891,684
3576,-1,0,2892,684
3577,0,0,2892,685
3578,0,0,2892,686
3579,-1,0,2893,686
3580,-1,0,2894,686
3581,-1,0,2895,686
3582,-1,0,2896,686
3583,-1,0,2897,686
3584,0,0,2897,687
3585,-1,0,2898,687
3586,-1,0,2899,687
3587,-1,0,2900,687
3588,-1,0,2901,687
3589,0,0,2901,688
3590,-1,0,2902,688
3591,-1,0,2903,688
3592,-1,0,2904,688
3593,-1,0,2905,688
3594,-1,0,2906,688
3595,-1,0,2907,688
3596,0,0,2907,689
3597,-1,0,2908,689
3598,-1,0,2909,689
3599,-1,0,2910,689
3600,-1,0,2911,689
3601,-1,0,2912,689
3602,-1,0,2913,689
3603,0,0,2913,690
3604,-1,0,2914,690
3605,-1,0,2915,690
3606,-1,0,2916,690
3607,-1,0,2917,690
3608,-1,0,2918,690
3609,-1,0,2919,690
3610,-1,0,2920,690
3611,-1,0,2921,690
3612,-1,0,2922,690
3613,0,0,2922,691
3614,-1,0,2923,691
3615,-1,0,2924,691
3616,-1,0,2925,691
3617,-1,0,2926,691
3618,-1,0,2927,691
3619,0,0,2927,692
3620,-1,0,2928,692
